ID;Zona Urbana/Rural;Usuário;Você tem título de eleitor e vota em Itaíba?;Em qual localidade você mora?;Sexo;Idade;Escolaridade;Renda da Família;Vamos começar a pesquisa. Por favor, reflita. Neste ano, 2024, terá eleição para Prefeitura de Itaíba. Você já tem candidato?;Se sim, quem?;Considerando opções, se os candidatos forem estes, em quem você votaria?;E, considerando estas diferentes opções, em quem você votaria?;E, se as opções fossem estas, em quem você votaria?;E, se as opções fossem estas, em quem você votaria?;E, se as opções fossem estas, em quem você votaria?;Na sua opinião, qual seria o candidato a vice-prefeito ideal para Rogéria Martins?;Mudando de assunto. Na sua opinião, a Prefeita de Itaíba, Regina da Saúde, está realizando uma administração:;5 ̊) De um modo geral, você aprova ou desaprova a gestão da Prefeita de Itaíba, Regina da Saúde?;Em relação ao Governo Estadual, a governadora Raquel Lyra, está realizando uma administração:;Em relação ao Governo Federal, o presidente Lula, está realizando uma administração:;Agora, sobre as dificuldades do dia a dia, na sua opinião, qual é o principal problema de Itaíba?;Agora, avalie cada área do município entre ótimo, bom, regular, ruim ou péssimo: Saúde;Educação;Segurança;Limpeza;Calçamento/Estradas;Iluminação Pública;Assistência Social/Ação Social;Transporte (Carro da Saúde/Escolar);Lazer (Festas, Incentivo a Cultura, Esportes);Agricultura (Apoio ao Produtor Rural);Abastecimento de Água;Na sua opinião, qual obra ou ação você gostaria que fosse realizada pelo próximo prefeito(a) de Itaíba?;Ainda sobre política, reflita. Qual o vereador mais atuante/que mais trabalha por Itaíba?;Para cada um desses nomes, diga se VOTARIA COM CERTEZA, PODERIA VOTAR, NÃO VOTARIA DE JEITO NENHUM ou NÃO CONHECE O SUFICIENTE PARA OPINAR: Rogéria Martins;Pedro Pilota;Valdo do Pipa;Por último, reflita. Você votaria num candidato(a) apoiado pela atual prefeita Regina da Saúde?
249;Zona Urbana;Luciana ;Sim;Centro;Masculino;45 a 59 anos;Analfabeto/Lê e Escreve;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Não sabe/Não respondeu;Rogéria Martins;Não sabe/Não respondeu;Ruim;Desaprova;Não sabe/Não respondeu;Ótima;Geração de Emprego e Renda;Ruim;Ruim;Regular;Bom;Não sabe/Não respondeu;Bom;Bom;Bom;Não sabe/Não respondeu;Não sabe/Não respondeu;Ruim;Atrair empresas e gerar empregos;Nenhum;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não votaria
252;Zona Urbana;Paula;Sim;Centro;Masculino;25 a 34 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Não sabe/Não respondeu;Ruim;Desaprova;Boa;Regular;Geração de Emprego e Renda;Regular;Bom;Regular;Bom;Ruim;Regular;Ruim;Bom;Ruim;Regular;Ruim;Calçamento de Ruas;Osvaldo;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não votaria
253;Zona Urbana;Paula;Sim;Centro;Feminino;25 a 34 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Não sabe/Não respondeu;Regular;Desaprova;Boa;Não sabe/Não respondeu;Saneamento Básico;Bom;Bom;Ruim;Regular;Péssimo;Péssimo;Não sabe/Não respondeu;Bom;Ruim;Ruim;Ruim;Incentivo a esportes;Osvaldo;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não votaria
260;Zona Urbana;Paula;Sim;Centro;Masculino;25 a 34 anos;Até o ensino fundamental;Prefere não responder;Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Não sabe/Não respondeu;Ruim;Desaprova;Péssima;Regular;Geração de Emprego e Renda;Bom;Regular;Péssimo;Péssimo;Péssimo;Regular;Não sabe/Não respondeu;Bom;Regular;Ruim;Bom;Manutenção das Estradas;Não sabe/Não respondeu;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não votaria
272;Zona Urbana;Wenia ;Sim;Centro;Masculino;34 a 44 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Pedro Pilota;Rogéria Martins;Não sabe/Não respondeu;Ótima;Aprova;Boa;Ruim;Estradas/Calçamento/Asfalto;Bom;Regular;Bom;Bom;Regular;Regular;Ótimo;Ótimo;Regular;Ruim;Ruim;Recuperar e construir escolas;Jessé;Votaria com certeza;Não votaria de jeito nenhum;Não conhece o suficiente;Sim, votaria
280;Zona Urbana;Rochelle ;Sim;Centro;Feminino;34 a 44 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Não sabe/Não respondeu;Ruim;Desaprova;Regular;Regular;Estradas/Calçamento/Asfalto;Regular;Bom;Regular;Bom;Ruim;Bom;Regular;Regular;Regular;Não sabe/Não respondeu;Bom;Investir mais em saneamento;Jessé;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não sabe/Não respondeu
281;Zona Urbana;Rochelle ;Sim;Centro;Feminino;16 a 24 anos;Até a faculdade ou mais;De 2 a 5 salários mínimos (de R$2.824,00 a R$7.060,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Não sabe/Não respondeu;Regular;Não sabe/Não respondeu;Regular;Boa;Geração de Emprego e Renda;Bom;Bom;Ruim;Bom;Ruim;Bom;Regular;Não sabe/Não respondeu;Ruim;Não sabe/Não respondeu;Ruim;Atrair empresas e gerar empregos;Jessé;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não sabe/Não respondeu
286;Zona Urbana;agatha ;Sim;Centro;Feminino;25 a 34 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Não sabe/Não respondeu;Péssima;Desaprova;Péssima;Regular;Saúde;Péssimo;Regular;Regular;Bom;Péssimo;Regular;Ruim;Ruim;Péssimo;Regular;Péssimo;Melhorias no Hospital;Jessé;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não votaria
297;Zona Urbana;Luís ;Sim;Centro;Masculino;45 a 59 anos;Até o ensino médio;Prefere não responder;Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Pedro Pilota;Rogéria Martins;Não sabe/Não respondeu;Boa;Aprova;Ruim;Péssima;Limpeza;Bom;Bom;Ótimo;Ruim;Regular;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Recuperação e mais Praças;Nenhum;Votaria com certeza;Poderia votar;Não votaria de jeito nenhum;Sim, votaria
300;Zona Urbana;Luís ;Sim;Centro;Masculino;45 a 59 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Pedro Pilota;Rogéria Martins;Não sabe/Não respondeu;Boa;Aprova;Ruim;Boa;Limpeza;Regular;Regular;Regular;Ruim;Péssimo;Ótimo;Bom;Bom;Bom;Bom;Bom;Atrair empresas e gerar empregos;Nenhum;Votaria com certeza;Poderia votar;Não votaria de jeito nenhum;Depende do candidato
308;Zona Rural;Rochelle ;Sim;Assentamento Lagoa Comprida;Feminino;25 a 34 anos;Até o ensino médio;Prefere não responder;Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Não sabe/Não respondeu;Boa;Aprova;Não sabe/Não respondeu;Boa;Geração de Emprego e Renda;Bom;Bom;Ruim;Regular;Regular;Bom;Regular;Bom;Regular;Ruim;Regular;Atrair empresas e gerar empregos;Nenhum;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Depende do candidato
321;Zona Rural;agatha ;Sim;Libertação;Feminino;25 a 34 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Não sabe/Não respondeu;Regular;Aprova;Ótima;Regular;Estradas/Calçamento/Asfalto;Regular;Regular;Péssimo;Regular;Péssimo;Bom;Bom;Bom;Bom;Regular;Bom;Manutenção das Estradas;Marcelo Pilota;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Sim, votaria
325;Zona Rural;Andrynnes ;Sim;Angico;Masculino;60 anos ou mais;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Valdo do Pipa;Rogéria Martins;Não sabe/Não respondeu;Boa;Aprova;Boa;Ótima;Agricultura;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Ruim;Bom;Agricultura;Eraldo Pequeno;Votaria com certeza;Poderia votar;Poderia votar;Sim, votaria
342;Zona Rural;Rochelle ;Sim;Angico;Masculino;34 a 44 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Não sabe/Não respondeu;Boa;Aprova;Regular;Boa;Saúde;Ruim;Regular;Regular;Ruim;Ruim;Bom;Regular;Ruim;Regular;Ruim;Ruim;Melhorias e novos postos de saúde;Nenhum;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Sim, votaria
343;Zona Rural;Rochelle ;Sim;Sítio Caraíbas;Feminino;34 a 44 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Não sabe/Não respondeu;Regular;Aprova;Regular;Ótima;Abastecimento de Água;Bom;Bom;Regular;Ruim;Ruim;Bom;Regular;Bom;Bom;Bom;Ruim;Abastecimento de Água;Não sabe/Não respondeu;Votaria com certeza;Poderia votar;Poderia votar;Depende do candidato
344;Zona Rural;Rochelle ;Sim;Assentamento Santa Luzia;Feminino;25 a 34 anos;Até o ensino médio;Prefere não responder;Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Não sabe/Não respondeu;Rogéria Martins;Não sabe/Não respondeu;Regular;Aprova;Ruim;Boa;Segurança;Bom;Bom;Ruim;Ruim;Péssimo;Regular;Regular;Regular;Regular;Ruim;Ruim;Abastecimento de Água;Jessé;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não sabe/Não respondeu
345;Zona Rural;Rochelle ;Sim;Assentamento Santa Luzia;Feminino;25 a 34 anos;Até o ensino fundamental;Prefere não responder;Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Não sabe/Não respondeu;Rogéria Martins;Não sabe/Não respondeu;Ruim;Desaprova;Ruim;Regular;Administração;Regular;Regular;Ruim;Ruim;Ruim;Regular;Ruim;Regular;Não sabe/Não respondeu;Péssimo;Péssimo;Creche;Jessé;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não votaria
351;Zona Rural;Luís ;Sim;Sítio Santa Maria;Masculino;45 a 59 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Não sabe/Não respondeu;Regular;Aprova;Péssima;Péssima;Estradas/Calçamento/Asfalto;Regular;Regular;Ruim;Regular;Péssimo;Ruim;Péssimo;Bom;Ruim;Ruim;Ruim;Calçamento de Ruas;Jessé;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não votaria
354;Zona Rural;Luís ;Sim;Serra dos Cavalos;Masculino;34 a 44 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Pedro Pilota;Rogéria Martins;Não sabe/Não respondeu;Ótima;Aprova;Regular;Ótima;Iluminação;Bom;Ótimo;Bom;Bom;Péssimo;Péssimo;Bom;Regular;Regular;Bom;Péssimo;Abastecimento de Água;Nenhum;Votaria com certeza;Poderia votar;Não votaria de jeito nenhum;Sim, votaria
355;Zona Rural;Luís ;Sim;Serra dos Cavalos;Feminino;45 a 59 anos;Até o ensino médio;Prefere não responder;Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Não sabe/Não respondeu;Ótima;Aprova;Boa;Boa;Estradas/Calçamento/Asfalto;Ótimo;Ótimo;Bom;Bom;Bom;Bom;Ótimo;Ótimo;Bom;Bom;Bom;Abastecimento de Água;Nenhum;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Sim, votaria
361;Zona Rural;Paula;Sim;Libertação;Masculino;25 a 34 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Não sabe/Não respondeu;Regular;Aprova;Regular;Boa;Estradas/Calçamento/Asfalto;Bom;Bom;Bom;Bom;Péssimo;Bom;Bom;Bom;Bom;Bom;Regular;Manutenção das Estradas;Marcelo Pilota;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não votaria
365;Zona Rural;Paula;Sim;Serra dos Cavalos;Masculino;25 a 34 anos;Até o ensino médio;Prefere não responder;Não;Não sabe/Não respondeu;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Não sabe/Não respondeu;Boa;Aprova;Regular;Boa;Transporte Escolar;Ruim;Bom;Regular;Péssimo;Bom;Péssimo;Péssimo;Péssimo;Péssimo;Péssimo;Péssimo;Melhorias e novos postos de saúde;Não sabe/Não respondeu;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não votaria
110;Zona Urbana;agatha ;Sim;Centro;Feminino;25 a 34 anos;Analfabeto/Lê e Escreve;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Pedro Pilota;Regular;Aprova;Péssima;Ótima;Segurança;Ruim;Ruim;Péssimo;Ruim;Ruim;Regular;Regular;Regular;Regular;Não sabe/Não respondeu;Péssimo;Investir mais em saneamento;Tarugo;Votaria com certeza;Votaria com certeza;Não votaria de jeito nenhum;Depende do candidato
214;Zona Rural;Andrynnes ;Sim;Sítio Lagoinha;Masculino;25 a 34 anos;Analfabeto/Lê e Escreve;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Pedro Pilota;Rogéria Martins;Pedro Pilota;Ruim;Desaprova;Boa;Ótima;Saúde;Ruim;Bom;Bom;Bom;Regular;Bom;Bom;Regular;Bom;Péssimo;Péssimo;Melhorias e novos postos de saúde;Nenhum;Votaria com certeza;Poderia votar;Não votaria de jeito nenhum;Depende do candidato
296;Zona Urbana;Luís ;Sim;Centro;Feminino;60 anos ou mais;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Pedro Pilota;Rogéria Martins;Pedro Pilota;Ótima;Aprova;Regular;Ótima;Limpeza;Bom;Ótimo;Bom;Ruim;Regular;Ótimo;Ótimo;Bom;Bom;Bom;Bom;Investir mais em saneamento;Nenhum;Votaria com certeza;Poderia votar;Poderia votar;Sim, votaria
322;Zona Rural;agatha ;Sim;Libertação;Masculino;16 a 24 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Pedro Pilota;Rogéria Martins;Pedro Pilota;Regular;Aprova;Boa;Boa;Estradas/Calçamento/Asfalto;Regular;Regular;Regular;Regular;Regular;Regular;Regular;Regular;Regular;Ruim;Regular;Calçamento de Ruas;Jessé;Votaria com certeza;Poderia votar;Não votaria de jeito nenhum;Depende do candidato
368;Zona Rural;agatha ;Sim;Serra dos Cavalos;Masculino;16 a 24 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Pedro Pilota;Rogéria Martins;Pedro Pilota;Boa;Aprova;Péssima;Boa;Iluminação;Péssimo;Bom;Péssimo;Péssimo;Péssimo;Péssimo;Péssimo;Ruim;Regular;Péssimo;Péssimo;Melhorias e novos postos de saúde;Nenhum;Votaria com certeza;Poderia votar;Não conhece o suficiente;Sim, votaria
51;Zona Urbana;Luciana ;Sim;Centro;Masculino;25 a 34 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Valdo do Pipa;Rogéria Martins;Qualquer um;Regular;Desaprova;Regular;Regular;Infraestrutura;Bom;Bom;Regular;Bom;Péssimo;Bom;Bom;Bom;Ruim;Regular;Bom;Estrutura da cidade;Nenhum;Votaria com certeza;Poderia votar;Votaria com certeza;Não votaria
171;Zona Urbana;Manuela ;Sim;Centro;Masculino;45 a 59 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Qualquer um;Ruim;Desaprova;Péssima;Regular;Estradas/Calçamento/Asfalto;Regular;Regular;Péssimo;Ruim;Péssimo;Regular;Regular;Regular;Bom;Bom;Regular;Calçamento de Ruas;Nenhum;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não votaria
177;Zona Urbana;Manuela ;Sim;Centro;Feminino;16 a 24 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Qualquer um;Regular;Aprova;Boa;Boa;Segurança;Bom;Regular;Ruim;Regular;Regular;Regular;Bom;Bom;Bom;Bom;Regular;Creche;Lula do Doce;Votaria com certeza;Não sabe/Não respondeu;Não sabe/Não respondeu;Depende do candidato
178;Zona Urbana;Manuela ;Sim;Centro;Masculino;16 a 24 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Qualquer um;Regular;Desaprova;Boa;Ótima;Transporte Escolar;Regular;Bom;Ruim;Regular;Ruim;Péssimo;Péssimo;Péssimo;Regular;Ruim;Regular;Recuperar e construir escolas;Jessé;Poderia votar;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Depende do candidato
236;Zona Urbana;Manuela ;Sim;Centro;Feminino;25 a 34 anos;Até o ensino médio;De 2 a 5 salários mínimos (de R$2.824,00 a R$7.060,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Qualquer um;Ruim;Desaprova;Regular;Ruim;Saneamento Básico;Regular;Bom;Ruim;Regular;Ruim;Regular;Regular;Regular;Ruim;Ruim;Péssimo;Valorizar a cultura;Nenhum;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Depende do candidato
247;Zona Urbana;Luciana ;Sim;Centro;Masculino;45 a 59 anos;Analfabeto/Lê e Escreve;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Valdo do Pipa;Rogéria Martins;Qualquer um;Boa;Aprova;Boa;Ótima;Estradas/Calçamento/Asfalto;Bom;Bom;Regular;Bom;Péssimo;Bom;Bom;Ruim;Ruim;Não sabe/Não respondeu;Péssimo;Calçamento de Ruas;Nenhum;Votaria com certeza;Não votaria de jeito nenhum;Poderia votar;Não votaria
248;Zona Urbana;Luciana ;Sim;Centro;Feminino;45 a 59 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Qualquer um;Regular;Desaprova;Regular;Boa;Abastecimento de Água;Ótimo;Regular;Regular;Bom;Ruim;Regular;Ótimo;Ruim;Não sabe/Não respondeu;Não sabe/Não respondeu;Péssimo;Estrutura da cidade;Nenhum;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não votaria
250;Zona Urbana;Luciana ;Sim;Centro;Feminino;34 a 44 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Nenhum/Branco/Nulo;Rogéria Martins;Qualquer um;Boa;Aprova;Regular;Ótima;Estradas/Calçamento/Asfalto;Ótimo;Bom;Regular;Bom;Ruim;Bom;Bom;Bom;Ruim;Não sabe/Não respondeu;Ruim;Resgatar Festa do Leite;Não sabe/Não respondeu;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não votaria
264;Zona Urbana;Luciana ;Sim;Centro;Feminino;34 a 44 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Rogéria Martins;Qualquer um;Boa;Aprova;Regular;Boa;Agricultura;Bom;Regular;Regular;Bom;Regular;Ruim;Bom;Bom;Não sabe/Não respondeu;Não sabe/Não respondeu;Bom;Atrair empresas e gerar empregos;Não sabe/Não respondeu;Votaria com certeza;Poderia votar;Votaria com certeza;Depende do candidato
265;Zona Urbana;Luciana ;Sim;Centro;Feminino;25 a 34 anos;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Valdo do Pipa;Rogéria Martins;Qualquer um;Boa;Não sabe/Não respondeu;Não sabe/Não respondeu;Regular;Geração de Emprego e Renda;Péssimo;Bom;Péssimo;Bom;Péssimo;Péssimo;Bom;Bom;Não sabe/Não respondeu;Não sabe/Não respondeu;Ruim;Melhorias e novos postos de saúde;Jessé;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não votaria
266;Zona Urbana;Luciana ;Sim;Centro;Masculino;34 a 44 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Valdo do Pipa;Rogéria Martins;Qualquer um;Boa;Aprova;Regular;Ótima;Geração de Emprego e Renda;Bom;Bom;Ruim;Bom;Péssimo;Bom;Ótimo;Regular;Regular;Não sabe/Não respondeu;Regular;Atrair empresas e gerar empregos;Jessé;Votaria com certeza;Não votaria de jeito nenhum;Não votaria de jeito nenhum;Não votaria
24;Zona Rural;Andrynnes ;Sim;Distrito Negras;Masculino;25 a 34 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Valdo do Pipa;Rogéria Martins;Valdo do Pipa;Regular;Desaprova;Péssima;Ótima;Estradas/Calçamento/Asfalto;Bom;Bom;Ruim;Regular;Péssimo;Bom;Regular;Regular;Bom;Ruim;Péssimo;Calçamento de Ruas;Jorge do Cachorro Quente;Poderia votar;Não votaria de jeito nenhum;Votaria com certeza;Não votaria
25;Zona Rural;Andrynnes ;Sim;Distrito Negras;Feminino;60 anos ou mais;Até o ensino fundamental;Até 2 salários mínimos (até R$2.824,00);Sim;Rogéria Martins;Rogéria Martins;Pedro Pilota com o apoio da prefeita Regina da Saúde;Rogéria Martins;Valdo do Pipa;Rogéria Martins;Valdo do Pipa;Regular;Desaprova;Regular;Ótima;Administração;Regular;Regular;Regular;Regular;Ruim;Bom;Regular;Regular;Bom;Regular;Ruim;Investir mais em saneamento;Celso;Votaria com certeza;Não votaria de jeito nenhum;Poderia votar;Não votaria
26;Zona Rural;Andrynnes ;Sim;Distrito Negras;Feminino;16 a 24 anos;Até o ensino médio;Até 2 salários mínimos (até R$2.824,00);Não;Não sabe/Não respondeu;Rogéria Martins;Rogéria Martins com o apoio do ex-prefeito Claudiano Martins;Rogéria Martins;Valdo do Pipa;Rogéria Martins;Valdo do Pipa;Boa;Aprova;Regular;Ótima;Estradas/Calçamento/Asfalto;Regular;Bom;Péssimo;Regular;Ruim;Bom;Bom;Regular;Bom;Regular;Bom;Melhorias e novos postos de saúde;Nenhum;Votaria com certeza;Não votaria de jeito nenhum;Poderia votar;Depende do candidato
